Name, Type, Flops-Size, InputFileName, InputSize, NRep, Storage_T, Location1, Location2, Location3, OutPut-Name, Output-Size, NRepOut, OutLoc1, OutLoc2, OutLoc3
Job161,MCSIMULATION,205084688384,inp_161.MCSIMULATION,0,0,1,0, 0, 0,out_161.MCSIMULATION,1073741824,3,GRIDKA,RAL,RRCKI
Job162,MCSIMULATION,141733920768,inp_162.MCSIMULATION,0,0,1,0, 0, 0,out_162.MCSIMULATION,1073741824,3,SARA,CERN,PIC
Job163,DATARECONSTRUCTION,209379655680,inp_163.DATARECONSTRUCTION,1073741824,2,0,GRIDKA,RAL,0,out_163.DATARECONSTRUCTION,1073741824,3,RAL,RRCKI,IN2P3
Job164,DATASTRIPPING,153545080832,inp_164.DATASTRIPPING,3221225472,3,1,CNAF,SARA,PIC,out_164.DATASTRIPPING,1073741824,3,CERN,RRCKI,SARA
Job165,MERGE,183609851904,inp_165.MERGE,1073741824,3,0,CNAF,RAL,IN2P3,out_165.MERGE,1073741824,3,RRCKI,PIC,CNAF
Job166,MCSIMULATION,201863462912,inp_166.MCSIMULATION,0,0,0,0, 0, 0,out_166.MCSIMULATION,1073741824,3,PIC,RRCKI,CNAF
Job167,DATASTRIPPING,192199786496,inp_167.DATASTRIPPING,3221225472,3,0,IN2P3,GRIDKA,PIC,out_167.DATASTRIPPING,1073741824,3,IN2P3,GRIDKA,SARA
Job168,DATARECONSTRUCTION,132070244352,inp_168.DATARECONSTRUCTION,3221225472,3,1,SARA,GRIDKA,CNAF,out_168.DATARECONSTRUCTION,1073741824,3,IN2P3,PIC,CNAF
Job169,MCSIMULATION,205084688384,inp_169.MCSIMULATION,0,0,0,0, 0, 0,out_169.MCSIMULATION,1073741824,3,IN2P3,PIC,GRIDKA
Job170,DATARECONSTRUCTION,188978561024,inp_170.DATARECONSTRUCTION,2147483648,1,1,SARA,0,0,out_170.DATARECONSTRUCTION,1073741824,3,CERN,RAL,PIC
Job171,MCSIMULATION,125627793408,inp_171.MCSIMULATION,0,0,0,0, 0, 0,out_171.MCSIMULATION,1073741824,3,CNAF,CERN,RAL
Job172,DATARECONSTRUCTION,152471339008,inp_172.DATARECONSTRUCTION,1073741824,2,0,CERN,RRCKI,0,out_172.DATARECONSTRUCTION,1073741824,3,RAL,CERN,RRCKI
Job173,MCSIMULATION,141733920768,inp_173.MCSIMULATION,0,0,1,0, 0, 0,out_173.MCSIMULATION,1073741824,3,PIC,CERN,SARA
Job174,DATARECONSTRUCTION,148176371712,inp_174.DATARECONSTRUCTION,1073741824,3,0,GRIDKA,PIC,RAL,out_174.DATARECONSTRUCTION,1073741824,3,CNAF,SARA,RAL
Job175,DATASTRIPPING,166429982720,inp_175.DATASTRIPPING,1073741824,1,1,IN2P3,0,0,out_175.DATASTRIPPING,1073741824,3,IN2P3,CERN,RRCKI
Job176,DATASTRIPPING,188978561024,inp_176.DATASTRIPPING,2147483648,3,0,RRCKI,RAL,GRIDKA,out_176.DATASTRIPPING,1073741824,3,PIC,RAL,GRIDKA
Job177,DATARECONSTRUCTION,150323855360,inp_177.DATARECONSTRUCTION,3221225472,3,1,IN2P3,RRCKI,CERN,out_177.DATARECONSTRUCTION,1073741824,3,RRCKI,IN2P3,SARA
Job178,DATARECONSTRUCTION,169651208192,inp_178.DATARECONSTRUCTION,1073741824,3,1,IN2P3,RAL,GRIDKA,out_178.DATARECONSTRUCTION,1073741824,3,PIC,CERN,RRCKI
Job179,MCSIMULATION,192199786496,inp_179.MCSIMULATION,0,0,1,0, 0, 0,out_179.MCSIMULATION,1073741824,3,RRCKI,CERN,GRIDKA
Job180,MCSIMULATION,138512695296,inp_180.MCSIMULATION,0,0,1,0, 0, 0,out_180.MCSIMULATION,1073741824,3,GRIDKA,CERN,RRCKI
Job181,MCSIMULATION,158913789952,inp_181.MCSIMULATION,0,0,0,0, 0, 0,out_181.MCSIMULATION,1073741824,3,CNAF,SARA,PIC
Job182,MCSIMULATION,186831077376,inp_182.MCSIMULATION,0,0,0,0, 0, 0,out_182.MCSIMULATION,1073741824,3,CNAF,RAL,CERN
Job183,DATARECONSTRUCTION,185757335552,inp_183.DATARECONSTRUCTION,2147483648,3,1,CNAF,IN2P3,RRCKI,out_183.DATARECONSTRUCTION,1073741824,3,CERN,SARA,IN2P3
Job184,MCSIMULATION,162135015424,inp_184.MCSIMULATION,0,0,0,0, 0, 0,out_184.MCSIMULATION,1073741824,3,PIC,RRCKI,RAL
Job185,TEST,173946175488,inp_185.TEST,2147483648,3,1,GRIDKA,IN2P3,PIC,out_185.TEST,1073741824,3,RAL,IN2P3,CERN
Job186,WGPRODUCTION,109521666048,inp_186.WGPRODUCTION,3221225472,3,0,CERN,GRIDKA,IN2P3,out_186.WGPRODUCTION,1073741824,3,CERN,PIC,GRIDKA
Job187,MCSIMULATION,130996502528,inp_187.MCSIMULATION,0,0,0,0, 0, 0,out_187.MCSIMULATION,1073741824,3,SARA,GRIDKA,PIC
Job188,MCSIMULATION,135291469824,inp_188.MCSIMULATION,0,0,0,0, 0, 0,out_188.MCSIMULATION,1073741824,3,CERN,SARA,PIC
Job189,MCSIMULATION,126701535232,inp_189.MCSIMULATION,0,0,0,0, 0, 0,out_189.MCSIMULATION,1073741824,3,RRCKI,CNAF,SARA
Job190,DATARECONSTRUCTION,172872433664,inp_190.DATARECONSTRUCTION,2147483648,3,0,CNAF,RAL,GRIDKA,out_190.DATARECONSTRUCTION,1073741824,3,RAL,RRCKI,GRIDKA
Job191,DATARECONSTRUCTION,148176371712,inp_191.DATARECONSTRUCTION,2147483648,3,0,RAL,GRIDKA,CERN,out_191.DATARECONSTRUCTION,1073741824,3,IN2P3,CNAF,GRIDKA
Job192,DATARECONSTRUCTION,109521666048,inp_192.DATARECONSTRUCTION,3221225472,3,1,IN2P3,GRIDKA,SARA,out_192.DATARECONSTRUCTION,1073741824,3,SARA,RAL,RRCKI
Job193,MCSIMULATION,146028888064,inp_193.MCSIMULATION,0,0,1,0, 0, 0,out_193.MCSIMULATION,1073741824,3,PIC,CERN,SARA
Job194,TEST,178241142784,inp_194.TEST,2147483648,2,0,RRCKI,RAL,0,out_194.TEST,1073741824,3,RAL,IN2P3,CERN
Job195,MCSIMULATION,172872433664,inp_195.MCSIMULATION,0,0,0,0, 0, 0,out_195.MCSIMULATION,1073741824,3,CNAF,SARA,RAL
Job196,DATARECONSTRUCTION,124554051584,inp_196.DATARECONSTRUCTION,2147483648,1,0,RRCKI,0,0,out_196.DATARECONSTRUCTION,1073741824,3,PIC,GRIDKA,RAL
Job197,MCSIMULATION,169651208192,inp_197.MCSIMULATION,0,0,1,0, 0, 0,out_197.MCSIMULATION,1073741824,3,RAL,RRCKI,GRIDKA
Job198,MCSIMULATION,108447924224,inp_198.MCSIMULATION,0,0,1,0, 0, 0,out_198.MCSIMULATION,1073741824,3,CERN,IN2P3,CNAF
Job199,MERGE,129922760704,inp_199.MERGE,3221225472,3,0,IN2P3,PIC,SARA,out_199.MERGE,1073741824,3,CERN,RRCKI,PIC
Job200,MCSIMULATION,213674622976,inp_200.MCSIMULATION,0,0,0,0, 0, 0,out_200.MCSIMULATION,1073741824,3,CERN,GRIDKA,IN2P3
Job201,DATARECONSTRUCTION,209379655680,inp_201.DATARECONSTRUCTION,2147483648,1,0,CNAF,0,0,out_201.DATARECONSTRUCTION,1073741824,3,SARA,PIC,GRIDKA
Job202,MCSIMULATION,111669149696,inp_202.MCSIMULATION,0,0,1,0, 0, 0,out_202.MCSIMULATION,1073741824,3,RAL,CERN,CNAF
Job203,DATASTRIPPING,180388626432,inp_203.DATASTRIPPING,1073741824,1,0,IN2P3,0,0,out_203.DATASTRIPPING,1073741824,3,SARA,IN2P3,GRIDKA
Job204,USER,202937204736,inp_204.USER,1073741824,1,0,RAL,0,0,out_204.USER,1073741824,3,RRCKI,GRIDKA,CNAF
Job205,DATARECONSTRUCTION,133143986176,inp_205.DATARECONSTRUCTION,3221225472,3,0,RRCKI,CNAF,GRIDKA,out_205.DATARECONSTRUCTION,1073741824,3,CERN,SARA,GRIDKA
Job206,MCSIMULATION,138512695296,inp_206.MCSIMULATION,0,0,0,0, 0, 0,out_206.MCSIMULATION,1073741824,3,RAL,RRCKI,IN2P3
Job207,DATARECONSTRUCTION,188978561024,inp_207.DATARECONSTRUCTION,2147483648,3,0,IN2P3,RAL,RRCKI,out_207.DATARECONSTRUCTION,1073741824,3,CNAF,PIC,GRIDKA
Job208,DATASTRIPPING,207232172032,inp_208.DATASTRIPPING,3221225472,2,1,CNAF,RAL,0,out_208.DATASTRIPPING,1073741824,3,SARA,PIC,RRCKI
Job209,TURBO,148176371712,inp_209.TURBO,2147483648,3,0,PIC,IN2P3,CERN,out_209.TURBO,1073741824,3,GRIDKA,SARA,CERN
Job210,TEST,109521666048,inp_210.TEST,1073741824,3,0,IN2P3,RAL,GRIDKA,out_210.TEST,1073741824,3,RRCKI,SARA,RAL
Job211,MCSIMULATION,214748364800,inp_211.MCSIMULATION,0,0,0,0, 0, 0,out_211.MCSIMULATION,1073741824,3,CNAF,RAL,GRIDKA
Job212,DATARECONSTRUCTION,115964116992,inp_212.DATARECONSTRUCTION,3221225472,3,1,RAL,CNAF,GRIDKA,out_212.DATARECONSTRUCTION,1073741824,3,SARA,PIC,RAL
Job213,MCSIMULATION,212600881152,inp_213.MCSIMULATION,0,0,1,0, 0, 0,out_213.MCSIMULATION,1073741824,3,CNAF,CERN,IN2P3
Job214,MCSIMULATION,188978561024,inp_214.MCSIMULATION,0,0,1,0, 0, 0,out_214.MCSIMULATION,1073741824,3,CERN,RRCKI,GRIDKA
Job215,DATARECONSTRUCTION,115964116992,inp_215.DATARECONSTRUCTION,3221225472,3,1,IN2P3,RRCKI,SARA,out_215.DATARECONSTRUCTION,1073741824,3,RRCKI,GRIDKA,CNAF
Job216,DATARECONSTRUCTION,195421011968,inp_216.DATARECONSTRUCTION,3221225472,3,0,IN2P3,PIC,SARA,out_216.DATARECONSTRUCTION,1073741824,3,CNAF,RRCKI,PIC
Job217,MCSIMULATION,117037858816,inp_217.MCSIMULATION,0,0,0,0, 0, 0,out_217.MCSIMULATION,1073741824,3,RRCKI,SARA,CNAF
Job218,MCSIMULATION,195421011968,inp_218.MCSIMULATION,0,0,0,0, 0, 0,out_218.MCSIMULATION,1073741824,3,RAL,RRCKI,IN2P3
Job219,USER,151397597184,inp_219.USER,1073741824,3,0,PIC,RAL,GRIDKA,out_219.USER,1073741824,3,GRIDKA,PIC,RRCKI
Job220,MCSIMULATION,193273528320,inp_220.MCSIMULATION,0,0,1,0, 0, 0,out_220.MCSIMULATION,1073741824,3,PIC,SARA,RAL
Job221,MCSIMULATION,151397597184,inp_221.MCSIMULATION,0,0,1,0, 0, 0,out_221.MCSIMULATION,1073741824,3,SARA,CERN,RRCKI
Job222,DATASTRIPPING,194347270144,inp_222.DATASTRIPPING,2147483648,3,1,RAL,IN2P3,PIC,out_222.DATASTRIPPING,1073741824,3,GRIDKA,CERN,RAL
Job223,MCSIMULATION,113816633344,inp_223.MCSIMULATION,0,0,1,0, 0, 0,out_223.MCSIMULATION,1073741824,3,RRCKI,SARA,CERN
Job224,DATARECONSTRUCTION,109521666048,inp_224.DATARECONSTRUCTION,3221225472,3,1,RRCKI,CNAF,GRIDKA,out_224.DATARECONSTRUCTION,1073741824,3,SARA,IN2P3,RAL
Job225,DATARECONSTRUCTION,185757335552,inp_225.DATARECONSTRUCTION,3221225472,3,0,SARA,RAL,CNAF,out_225.DATARECONSTRUCTION,1073741824,3,RRCKI,CERN,RAL
Job226,DATASTRIPPING,121332826112,inp_226.DATASTRIPPING,1073741824,3,1,RAL,SARA,GRIDKA,out_226.DATASTRIPPING,1073741824,3,GRIDKA,CERN,SARA
Job227,MCSIMULATION,199715979264,inp_227.MCSIMULATION,0,0,0,0, 0, 0,out_227.MCSIMULATION,1073741824,3,SARA,GRIDKA,RAL
Job228,USER,204010946560,inp_228.USER,3221225472,3,0,RRCKI,IN2P3,PIC,out_228.USER,1073741824,3,SARA,GRIDKA,PIC
Job229,DATASTRIPPING,164282499072,inp_229.DATASTRIPPING,3221225472,3,1,PIC,CERN,GRIDKA,out_229.DATASTRIPPING,1073741824,3,GRIDKA,CERN,IN2P3
Job230,DATASTRIPPING,166429982720,inp_230.DATASTRIPPING,2147483648,3,0,CNAF,SARA,RAL,out_230.DATASTRIPPING,1073741824,3,SARA,CERN,IN2P3
Job231,MCSIMULATION,134217728000,inp_231.MCSIMULATION,0,0,0,0, 0, 0,out_231.MCSIMULATION,1073741824,3,CNAF,RRCKI,PIC
Job232,MERGE,193273528320,inp_232.MERGE,2147483648,2,1,PIC,CERN,0,out_232.MERGE,1073741824,3,GRIDKA,CERN,SARA
Job233,DATASTRIPPING,155692564480,inp_233.DATASTRIPPING,3221225472,2,1,PIC,CERN,0,out_233.DATASTRIPPING,1073741824,3,CERN,CNAF,GRIDKA
Job234,DATASTRIPPING,146028888064,inp_234.DATASTRIPPING,2147483648,1,1,IN2P3,0,0,out_234.DATASTRIPPING,1073741824,3,RAL,IN2P3,PIC
Job235,DATASTRIPPING,132070244352,inp_235.DATASTRIPPING,2147483648,3,0,RRCKI,RAL,SARA,out_235.DATASTRIPPING,1073741824,3,IN2P3,RAL,SARA
Job236,MCSIMULATION,199715979264,inp_236.MCSIMULATION,0,0,0,0, 0, 0,out_236.MCSIMULATION,1073741824,3,IN2P3,GRIDKA,PIC
Job237,DATARECONSTRUCTION,185757335552,inp_237.DATARECONSTRUCTION,2147483648,2,0,RAL,GRIDKA,0,out_237.DATARECONSTRUCTION,1073741824,3,CERN,SARA,PIC
Job238,DATASTRIPPING,183609851904,inp_238.DATASTRIPPING,3221225472,3,1,RRCKI,GRIDKA,IN2P3,out_238.DATASTRIPPING,1073741824,3,PIC,RRCKI,IN2P3
Job239,MCSIMULATION,190052302848,inp_239.MCSIMULATION,0,0,1,0, 0, 0,out_239.MCSIMULATION,1073741824,3,GRIDKA,CNAF,SARA
Job240,DATARECONSTRUCTION,190052302848,inp_240.DATARECONSTRUCTION,2147483648,2,0,CERN,CNAF,0,out_240.DATARECONSTRUCTION,1073741824,3,RAL,SARA,PIC
Job241,USER,200789721088,inp_241.USER,2147483648,3,0,PIC,SARA,CNAF,out_241.USER,1073741824,3,IN2P3,PIC,RRCKI
Job242,TURBO,118111600640,inp_242.TURBO,3221225472,3,0,CNAF,IN2P3,CERN,out_242.TURBO,1073741824,3,RAL,PIC,IN2P3
Job243,DATASTRIPPING,123480309760,inp_243.DATASTRIPPING,2147483648,3,1,CERN,CNAF,RRCKI,out_243.DATASTRIPPING,1073741824,3,RAL,CERN,IN2P3
Job244,USER,153545080832,inp_244.USER,3221225472,3,0,SARA,IN2P3,RAL,out_244.USER,1073741824,3,GRIDKA,IN2P3,CNAF
Job245,MCSIMULATION,111669149696,inp_245.MCSIMULATION,0,0,0,0, 0, 0,out_245.MCSIMULATION,1073741824,3,CERN,RAL,CNAF
Job246,DATARECONSTRUCTION,125627793408,inp_246.DATARECONSTRUCTION,1073741824,3,0,RAL,RRCKI,CNAF,out_246.DATARECONSTRUCTION,1073741824,3,RRCKI,SARA,GRIDKA
Job247,MCSIMULATION,136365211648,inp_247.MCSIMULATION,0,0,0,0, 0, 0,out_247.MCSIMULATION,1073741824,3,SARA,CERN,GRIDKA
Job248,MERGE,192199786496,inp_248.MERGE,1073741824,3,1,SARA,RRCKI,PIC,out_248.MERGE,1073741824,3,CERN,CNAF,IN2P3
Job249,MERGE,194347270144,inp_249.MERGE,2147483648,2,0,CERN,RRCKI,0,out_249.MERGE,1073741824,3,GRIDKA,PIC,CNAF
Job250,MERGE,121332826112,inp_250.MERGE,3221225472,1,1,SARA,0,0,out_250.MERGE,1073741824,3,CNAF,GRIDKA,PIC
Job251,DATARECONSTRUCTION,118111600640,inp_251.DATARECONSTRUCTION,1073741824,3,0,RAL,RRCKI,IN2P3,out_251.DATARECONSTRUCTION,1073741824,3,GRIDKA,CERN,IN2P3
Job252,MCSIMULATION,138512695296,inp_252.MCSIMULATION,0,0,0,0, 0, 0,out_252.MCSIMULATION,1073741824,3,CNAF,SARA,RRCKI
Job253,MCSIMULATION,155692564480,inp_253.MCSIMULATION,0,0,1,0, 0, 0,out_253.MCSIMULATION,1073741824,3,PIC,GRIDKA,IN2P3
Job254,MCSIMULATION,204010946560,inp_254.MCSIMULATION,0,0,1,0, 0, 0,out_254.MCSIMULATION,1073741824,3,CERN,SARA,IN2P3
Job255,WGPRODUCTION,182536110080,inp_255.WGPRODUCTION,3221225472,3,0,SARA,GRIDKA,RRCKI,out_255.WGPRODUCTION,1073741824,3,RRCKI,SARA,CNAF
Job256,DATASTRIPPING,118111600640,inp_256.DATASTRIPPING,1073741824,2,1,CNAF,RRCKI,0,out_256.DATASTRIPPING,1073741824,3,CERN,SARA,PIC
Job257,DATASTRIPPING,148176371712,inp_257.DATASTRIPPING,2147483648,3,0,RRCKI,IN2P3,PIC,out_257.DATASTRIPPING,1073741824,3,PIC,CNAF,RRCKI
Job258,MCSIMULATION,155692564480,inp_258.MCSIMULATION,0,0,1,0, 0, 0,out_258.MCSIMULATION,1073741824,3,IN2P3,GRIDKA,SARA
Job259,DATASTRIPPING,147102629888,inp_259.DATASTRIPPING,3221225472,3,1,IN2P3,SARA,CERN,out_259.DATASTRIPPING,1073741824,3,RRCKI,SARA,CNAF
Job260,DATARECONSTRUCTION,113816633344,inp_260.DATARECONSTRUCTION,2147483648,2,0,CERN,CNAF,0,out_260.DATARECONSTRUCTION,1073741824,3,SARA,PIC,GRIDKA
Job261,MCSIMULATION,169651208192,inp_261.MCSIMULATION,0,0,0,0, 0, 0,out_261.MCSIMULATION,1073741824,3,IN2P3,SARA,RRCKI
Job262,DATARECONSTRUCTION,172872433664,inp_262.DATARECONSTRUCTION,2147483648,3,0,RRCKI,RAL,CERN,out_262.DATARECONSTRUCTION,1073741824,3,GRIDKA,RRCKI,RAL
Job263,DATARECONSTRUCTION,186831077376,inp_263.DATARECONSTRUCTION,3221225472,3,1,GRIDKA,SARA,PIC,out_263.DATARECONSTRUCTION,1073741824,3,RRCKI,CNAF,RAL
Job264,MCSIMULATION,162135015424,inp_264.MCSIMULATION,0,0,0,0, 0, 0,out_264.MCSIMULATION,1073741824,3,IN2P3,CNAF,PIC
Job265,DATARECONSTRUCTION,159987531776,inp_265.DATARECONSTRUCTION,3221225472,3,0,SARA,RAL,CERN,out_265.DATARECONSTRUCTION,1073741824,3,CERN,RAL,SARA
Job266,DATARECONSTRUCTION,150323855360,inp_266.DATARECONSTRUCTION,2147483648,3,1,RAL,PIC,SARA,out_266.DATARECONSTRUCTION,1073741824,3,PIC,GRIDKA,CNAF
Job267,DATARECONSTRUCTION,140660178944,inp_267.DATARECONSTRUCTION,2147483648,2,0,SARA,RRCKI,0,out_267.DATARECONSTRUCTION,1073741824,3,CERN,IN2P3,SARA
Job268,MCRECONSTRUCTION,180388626432,inp_268.MCRECONSTRUCTION,3221225472,2,1,RAL,CERN,0,out_268.MCRECONSTRUCTION,1073741824,3,SARA,PIC,CERN
Job269,TURBO,110595407872,inp_269.TURBO,2147483648,3,1,RAL,SARA,IN2P3,out_269.TURBO,1073741824,3,RAL,IN2P3,GRIDKA
Job270,USER,132070244352,inp_270.USER,1073741824,3,1,GRIDKA,CERN,PIC,out_270.USER,1073741824,3,RAL,PIC,SARA
Job271,DATARECONSTRUCTION,179314884608,inp_271.DATARECONSTRUCTION,3221225472,2,0,PIC,GRIDKA,0,out_271.DATARECONSTRUCTION,1073741824,3,RRCKI,RAL,CNAF
Job272,DATARECONSTRUCTION,128849018880,inp_272.DATARECONSTRUCTION,2147483648,2,0,RAL,CERN,0,out_272.DATARECONSTRUCTION,1073741824,3,CERN,RAL,IN2P3
Job273,MCSIMULATION,107374182400,inp_273.MCSIMULATION,0,0,0,0, 0, 0,out_273.MCSIMULATION,1073741824,3,GRIDKA,CNAF,CERN
Job274,MERGE,127775277056,inp_274.MERGE,3221225472,3,1,IN2P3,RRCKI,RAL,out_274.MERGE,1073741824,3,PIC,RRCKI,GRIDKA
Job275,DATASTRIPPING,195421011968,inp_275.DATASTRIPPING,2147483648,3,1,RAL,GRIDKA,RRCKI,out_275.DATASTRIPPING,1073741824,3,RAL,RRCKI,CNAF
Job276,DATASTRIPPING,129922760704,inp_276.DATASTRIPPING,2147483648,3,0,CERN,GRIDKA,PIC,out_276.DATASTRIPPING,1073741824,3,RAL,SARA,CERN
Job277,TEST,139586437120,inp_277.TEST,3221225472,3,1,SARA,CERN,CNAF,out_277.TEST,1073741824,3,CNAF,IN2P3,GRIDKA
Job278,MERGE,167503724544,inp_278.MERGE,2147483648,3,1,IN2P3,SARA,CERN,out_278.MERGE,1073741824,3,SARA,RRCKI,PIC
Job279,TEST,180388626432,inp_279.TEST,3221225472,3,1,IN2P3,RAL,SARA,out_279.TEST,1073741824,3,CERN,CNAF,RAL
Job280,MCSIMULATION,146028888064,inp_280.MCSIMULATION,0,0,0,0, 0, 0,out_280.MCSIMULATION,1073741824,3,RRCKI,PIC,GRIDKA
Job281,DATASTRIPPING,136365211648,inp_281.DATASTRIPPING,2147483648,3,1,GRIDKA,RRCKI,CNAF,out_281.DATASTRIPPING,1073741824,3,CNAF,SARA,RRCKI
Job282,DATARECONSTRUCTION,113816633344,inp_282.DATARECONSTRUCTION,2147483648,2,0,SARA,IN2P3,0,out_282.DATARECONSTRUCTION,1073741824,3,RRCKI,PIC,IN2P3
Job283,TEST,117037858816,inp_283.TEST,2147483648,3,1,RAL,GRIDKA,SARA,out_283.TEST,1073741824,3,CNAF,GRIDKA,SARA
Job284,DATARECONSTRUCTION,122406567936,inp_284.DATARECONSTRUCTION,1073741824,3,1,SARA,IN2P3,PIC,out_284.DATARECONSTRUCTION,1073741824,3,CNAF,RRCKI,CERN
Job285,MCSIMULATION,164282499072,inp_285.MCSIMULATION,0,0,0,0, 0, 0,out_285.MCSIMULATION,1073741824,3,CNAF,GRIDKA,RAL
Job286,MCSIMULATION,211527139328,inp_286.MCSIMULATION,0,0,1,0, 0, 0,out_286.MCSIMULATION,1073741824,3,RRCKI,CERN,IN2P3
Job287,DATASTRIPPING,123480309760,inp_287.DATASTRIPPING,2147483648,3,1,RAL,SARA,GRIDKA,out_287.DATASTRIPPING,1073741824,3,RAL,RRCKI,SARA
Job288,MCSIMULATION,207232172032,inp_288.MCSIMULATION,0,0,1,0, 0, 0,out_288.MCSIMULATION,1073741824,3,RRCKI,SARA,RAL
Job289,DATARECONSTRUCTION,122406567936,inp_289.DATARECONSTRUCTION,1073741824,3,1,CERN,RRCKI,PIC,out_289.DATARECONSTRUCTION,1073741824,3,GRIDKA,RRCKI,SARA
Job290,MCSIMULATION,171798691840,inp_290.MCSIMULATION,0,0,0,0, 0, 0,out_290.MCSIMULATION,1073741824,3,IN2P3,CERN,PIC
Job291,DATASTRIPPING,157840048128,inp_291.DATASTRIPPING,1073741824,3,1,SARA,PIC,RAL,out_291.DATASTRIPPING,1073741824,3,CNAF,CERN,GRIDKA
Job292,MCSIMULATION,188978561024,inp_292.MCSIMULATION,0,0,0,0, 0, 0,out_292.MCSIMULATION,1073741824,3,GRIDKA,SARA,RRCKI
Job293,MCSIMULATION,147102629888,inp_293.MCSIMULATION,0,0,1,0, 0, 0,out_293.MCSIMULATION,1073741824,3,CERN,RAL,CNAF
Job294,MCSIMULATION,167503724544,inp_294.MCSIMULATION,0,0,1,0, 0, 0,out_294.MCSIMULATION,1073741824,3,CNAF,GRIDKA,RAL
Job295,USER,205084688384,inp_295.USER,2147483648,3,0,IN2P3,SARA,RRCKI,out_295.USER,1073741824,3,CERN,PIC,CNAF
Job296,MCSIMULATION,211527139328,inp_296.MCSIMULATION,0,0,0,0, 0, 0,out_296.MCSIMULATION,1073741824,3,SARA,RRCKI,CERN
Job297,MCSIMULATION,158913789952,inp_297.MCSIMULATION,0,0,0,0, 0, 0,out_297.MCSIMULATION,1073741824,3,RAL,PIC,CNAF
Job298,MCSIMULATION,177167400960,inp_298.MCSIMULATION,0,0,0,0, 0, 0,out_298.MCSIMULATION,1073741824,3,CNAF,PIC,RAL
Job299,DATARECONSTRUCTION,117037858816,inp_299.DATARECONSTRUCTION,3221225472,3,0,GRIDKA,PIC,RRCKI,out_299.DATARECONSTRUCTION,1073741824,3,IN2P3,SARA,RRCKI
Job300,MCSIMULATION,157840048128,inp_300.MCSIMULATION,0,0,0,0, 0, 0,out_300.MCSIMULATION,1073741824,3,CERN,PIC,CNAF
Job301,MERGE,124554051584,inp_301.MERGE,1073741824,3,0,PIC,RAL,CERN,out_301.MERGE,1073741824,3,GRIDKA,IN2P3,PIC
Job302,MERGE,211527139328,inp_302.MERGE,3221225472,3,1,IN2P3,SARA,RRCKI,out_302.MERGE,1073741824,3,GRIDKA,RRCKI,CERN
Job303,DATARECONSTRUCTION,173946175488,inp_303.DATARECONSTRUCTION,3221225472,3,0,RAL,CNAF,CERN,out_303.DATARECONSTRUCTION,1073741824,3,RRCKI,GRIDKA,PIC
Job304,MCSIMULATION,154618822656,inp_304.MCSIMULATION,0,0,1,0, 0, 0,out_304.MCSIMULATION,1073741824,3,PIC,IN2P3,RRCKI
Job305,MCSIMULATION,163208757248,inp_305.MCSIMULATION,0,0,0,0, 0, 0,out_305.MCSIMULATION,1073741824,3,GRIDKA,CERN,IN2P3
Job306,DATARECONSTRUCTION,123480309760,inp_306.DATARECONSTRUCTION,1073741824,1,1,IN2P3,0,0,out_306.DATARECONSTRUCTION,1073741824,3,CERN,CNAF,IN2P3
Job307,USER,173946175488,inp_307.USER,3221225472,3,0,CERN,SARA,CNAF,out_307.USER,1073741824,3,SARA,RAL,RRCKI
Job308,WGPRODUCTION,120259084288,inp_308.WGPRODUCTION,3221225472,1,1,PIC,0,0,out_308.WGPRODUCTION,1073741824,3,RAL,RRCKI,PIC
Job309,DATARECONSTRUCTION,136365211648,inp_309.DATARECONSTRUCTION,3221225472,3,0,IN2P3,SARA,RRCKI,out_309.DATARECONSTRUCTION,1073741824,3,PIC,RRCKI,IN2P3
Job310,USER,186831077376,inp_310.USER,3221225472,3,0,GRIDKA,IN2P3,PIC,out_310.USER,1073741824,3,CNAF,RRCKI,SARA
Job311,MCSIMULATION,156766306304,inp_311.MCSIMULATION,0,0,1,0, 0, 0,out_311.MCSIMULATION,1073741824,3,RAL,PIC,IN2P3
Job312,DATARECONSTRUCTION,118111600640,inp_312.DATARECONSTRUCTION,1073741824,2,0,RAL,GRIDKA,0,out_312.DATARECONSTRUCTION,1073741824,3,CNAF,RAL,CERN
Job313,DATASTRIPPING,136365211648,inp_313.DATASTRIPPING,1073741824,3,1,RRCKI,PIC,CERN,out_313.DATASTRIPPING,1073741824,3,PIC,CNAF,RAL
Job314,MERGE,167503724544,inp_314.MERGE,3221225472,3,1,IN2P3,CERN,RRCKI,out_314.MERGE,1073741824,3,GRIDKA,RRCKI,PIC
Job315,DATARECONSTRUCTION,212600881152,inp_315.DATARECONSTRUCTION,2147483648,2,1,GRIDKA,CNAF,0,out_315.DATARECONSTRUCTION,1073741824,3,GRIDKA,CNAF,IN2P3
Job316,MCSIMULATION,173946175488,inp_316.MCSIMULATION,0,0,1,0, 0, 0,out_316.MCSIMULATION,1073741824,3,CNAF,GRIDKA,PIC
Job317,MCSIMULATION,147102629888,inp_317.MCSIMULATION,0,0,1,0, 0, 0,out_317.MCSIMULATION,1073741824,3,RAL,CERN,CNAF
Job318,MCSIMULATION,204010946560,inp_318.MCSIMULATION,0,0,0,0, 0, 0,out_318.MCSIMULATION,1073741824,3,GRIDKA,RAL,CNAF
